datetime	open	high	low	close	volume
03.01.2020 00:00	255.99	258.19	253.7	255.0	3585184
06.01.2020 00:00	254.75	254.84	251.4	253.9	2234830
08.01.2020 00:00	253.57	259.15	253.03	259.15	4081724
09.01.2020 00:00	259.4	261.76	257.01	257.99	3832902
10.01.2020 00:00	257.86	259.25	256.88	258.19	1885139
13.01.2020 00:00	258.3	262.4	257.15	262.4	2585501
14.01.2020 00:00	262.5	263.22	258.62	259.05	3112574
15.01.2020 00:00	258.49	258.91	254.21	256.31	4936179
16.01.2020 00:00	257.11	259.51	256.1	257.51	4024677
17.01.2020 00:00	258.2	262.82	257.75	262.5	4491429
20.01.2020 00:00	263.2	266.97	261.8	266.28	2979771
21.01.2020 00:00	265.5	268.9	263.02	268.06	3808209
22.01.2020 00:00	268.72	270.8	265.5	266.54	4428249
23.01.2020 00:00	264.64	266.89	262.24	263.73	4060417
24.01.2020 00:00	264.5	267.5	264.21	265.49	2734010
27.01.2020 00:00	261.0	262.1	255.32	255.32	5645337
28.01.2020 00:00	257.0	258.84	254.1	257.7	4813736
29.01.2020 00:00	258.4	261.57	257.61	259.94	3504794
30.01.2020 00:00	258.0	258.69	255.27	257.31	3176934
31.01.2020 00:00	258.5	259.2	252.17	252.2	4792156
03.02.2020 00:00	251.8	254.96	251.1	253.99	5272846
04.02.2020 00:00	255.3	257.38	252.9	255.4	4978636
05.02.2020 00:00	255.89	257.66	253.14	255.2	5075657
06.02.2020 00:00	256.5	258.0	251.86	252.11	4361598
07.02.2020 00:00	253.1	254.3	248.73	254.3	5022663
10.02.2020 00:00	254.55	255.73	252.07	252.26	3522069
11.02.2020 00:00	253.75	259.77	253.0	254.5	7945473
12.02.2020 00:00	255.4	255.49	252.31	254.5	5252330
13.02.2020 00:00	253.62	255.18	252.5	253.89	3673084
14.02.2020 00:00	254.4	254.4	251.4	251.75	3001738
17.02.2020 00:00	252.5	253.1	250.13	251.36	2642938
18.02.2020 00:00	250.07	250.44	247.57	249.2	3636595
19.02.2020 00:00	250.37	250.68	247.95	249.7	2579889
20.02.2020 00:00	250.03	252.17	249.13	250.15	3071736
21.02.2020 00:00	248.35	251.49	247.24	250.8	2776293
25.02.2020 00:00	247.98	249.0	245.17	245.19	4105578
26.02.2020 00:00	244.75	251.21	243.22	250.8	6775785
27.02.2020 00:00	247.5	248.98	242.0	242.88	5824040
28.02.2020 00:00	235.0	239.0	231.0	233.36	12463331
02.03.2020 00:00	238.93	241.0	218.86	228.17	10198604
03.03.2020 00:00	233.0	239.0	232.28	236.63	8365395
04.03.2020 00:00	234.13	236.7	232.62	235.27	5427467
05.03.2020 00:00	237.0	238.72	230.64	232.33	5708376
06.03.2020 00:00	228.0	229.2	216.67	219.99	10444690
10.03.2020 00:00	197.99	212.74	184.86	201.2	24454180
11.03.2020 00:00	202.0	204.33	192.05	194.53	13830403
12.03.2020 00:00	185.15	187.87	173.14	175.91	19797288
13.03.2020 00:00	175.0	199.52	174.3	198.6	26303828
16.03.2020 00:00	194.0	196.7	186.0	195.85	17427360
17.03.2020 00:00	195.0	204.78	183.8	184.01	18414839
18.03.2020 00:00	179.0	182.2	172.15	174.27	15500818
19.03.2020 00:00	178.5	190.15	173.06	189.51	18742770
20.03.2020 00:00	198.62	201.86	192.05	195.69	17058297
23.03.2020 00:00	188.0	190.99	182.1	183.37	15789145
24.03.2020 00:00	193.3	195.0	189.1	192.64	10488199
25.03.2020 00:00	196.38	201.0	182.32	188.08	18797835
26.03.2020 00:00	187.69	191.2	182.8	188.07	11160237
27.03.2020 00:00	188.05	188.97	180.17	180.38	11427775
30.03.2020 00:00	177.0	183.2	174.9	183.0	9433468
31.03.2020 00:00	186.0	188.77	184.25	187.21	11402692
01.04.2020 00:00	183.2	185.47	182.0	184.78	7682682
02.04.2020 00:00	188.3	189.9	182.0	186.95	12563636
03.04.2020 00:00	186.6	187.49	184.28	185.64	9286029
06.04.2020 00:00	187.52	192.02	186.42	190.7	7786492
07.04.2020 00:00	193.02	200.54	193.02	197.63	13642167
08.04.2020 00:00	196.02	200.29	195.12	200.29	8998098
09.04.2020 00:00	202.4	205.44	199.3	203.61	10998163
10.04.2020 00:00	201.85	202.75	200.7	201.99	2875825
13.04.2020 00:00	202.0	202.16	197.32	198.26	4128439
14.04.2020 00:00	199.99	202.85	196.1	197.37	8022007
15.04.2020 00:00	196.0	196.25	186.06	186.07	9816446
16.04.2020 00:00	187.22	191.67	183.53	188.5	10917487
17.04.2020 00:00	192.5	192.7	188.28	191.8	7172794
20.04.2020 00:00	190.6	192.23	187.31	189.32	6224008
21.04.2020 00:00	185.54	187.5	183.65	186.05	9430729
22.04.2020 00:00	185.01	191.94	184.5	190.2	7536189
23.04.2020 00:00	191.99	192.5	188.68	190.94	6275965
24.04.2020 00:00	189.73	191.65	187.7	188.91	5531385
27.04.2020 00:00	189.98	190.5	188.43	188.9	4371172
28.04.2020 00:00	188.5	194.22	188.17	192.8	7858478
29.04.2020 00:00	194.46	195.8	192.86	195.8	6984214
30.04.2020 00:00	196.51	199.7	195.46	197.25	8719865
04.05.2020 00:00	195.68	195.68	193.26	193.69	5639820
05.05.2020 00:00	195.51	196.46	194.0	194.75	3543926
06.05.2020 00:00	195.0	197.23	194.3	195.7	4956141
07.05.2020 00:00	196.0	198.15	195.06	195.51	5772899
08.05.2020 00:00	196.0	196.25	194.6	196.02	3383634
12.05.2020 00:00	193.3	198.0	191.2	191.4	6765688
13.05.2020 00:00	190.05	190.6	186.66	187.31	6346611
14.05.2020 00:00	186.5	188.2	183.5	183.81	7668212
15.05.2020 00:00	186.13	186.78	183.33	183.85	6314814
18.05.2020 00:00	186.33	190.0	185.4	188.93	7754589
19.05.2020 00:00	190.37	192.55	186.8	189.0	10532402
20.05.2020 00:00	188.49	193.98	186.6	193.98	9334304
21.05.2020 00:00	194.0	196.31	191.5	192.4	7954195
22.05.2020 00:00	190.97	191.25	188.6	188.9	5701357
25.05.2020 00:00	189.62	191.31	188.8	191.0	2314009
26.05.2020 00:00	193.0	196.1	192.11	194.0	7931220
27.05.2020 00:00	194.0	198.97	193.32	198.51	11607421
28.05.2020 00:00	199.31	205.0	198.4	205.0	11717967
29.05.2020 00:00	204.11	204.4	199.17	200.5	10665314
01.06.2020 00:00	203.1	205.93	201.81	203.66	6565067
02.06.2020 00:00	204.67	212.0	204.0	212.0	11686831
03.06.2020 00:00	214.0	221.92	213.51	221.5	14504373
04.06.2020 00:00	220.67	221.0	212.55	213.1	12249402
05.06.2020 00:00	215.13	219.93	213.6	219.1	8865886
08.06.2020 00:00	219.8	223.15	217.45	220.3	8882670
09.06.2020 00:00	221.13	221.88	215.44	217.23	6916625
10.06.2020 00:00	217.0	217.58	211.82	212.53	9189546
11.06.2020 00:00	208.91	209.24	206.01	208.35	7003306
15.06.2020 00:00	205.07	207.85	202.3	207.32	7599651
16.06.2020 00:00	210.28	212.19	207.52	207.76	6655911
17.06.2020 00:00	208.52	210.35	206.94	208.14	5657887
18.06.2020 00:00	207.8	208.1	202.72	203.77	7227576
19.06.2020 00:00	205.44	209.2	204.55	207.0	7504551
22.06.2020 00:00	206.7	207.95	204.28	206.4	5866411
23.06.2020 00:00	207.7	209.74	206.43	207.3	5348794
25.06.2020 00:00	201.0	207.0	200.75	206.92	7149522
26.06.2020 00:00	206.97	207.5	201.76	203.15	4669064
29.06.2020 00:00	201.0	205.86	200.97	205.8	4308268
30.06.2020 00:00	205.7	206.0	202.36	203.22	4375496
02.07.2020 00:00	205.01	210.15	204.28	209.6	7615482
03.07.2020 00:00	210.0	211.97	209.0	210.95	5060281
06.07.2020 00:00	212.94	216.79	212.94	214.61	5511817
07.07.2020 00:00	212.9	214.23	210.51	210.53	4470921
08.07.2020 00:00	210.8	212.29	209.3	210.97	4199967
09.07.2020 00:00	210.7	211.7	208.1	209.11	4512913
10.07.2020 00:00	207.5	212.6	206.57	212.28	5063159
13.07.2020 00:00	213.86	214.2	208.11	208.39	5115968
