datetime	open	high	low	close	volume
03.01.2020 00:00	2712.8	2718.0	2677.4	2685.0	263537
06.01.2020 00:00	2682.4	2682.4	2650.6	2672.0	226724
08.01.2020 00:00	2663.8	2707.0	2636.2	2677.0	252558
09.01.2020 00:00	2682.6	2737.2	2682.6	2728.4	306801
10.01.2020 00:00	2728.4	2760.0	2700.2	2725.0	308145
13.01.2020 00:00	2715.0	2729.8	2692.0	2703.4	331165
14.01.2020 00:00	2719.0	2750.0	2683.8	2685.0	468539
15.01.2020 00:00	2677.0	2708.4	2660.0	2690.0	416206
16.01.2020 00:00	2678.8	2869.2	2673.2	2719.8	1471243
17.01.2020 00:00	2730.0	2776.8	2726.2	2772.8	669449
20.01.2020 00:00	2791.0	2827.0	2777.0	2800.0	339683
21.01.2020 00:00	2800.0	2800.0	2762.6	2770.0	350435
22.01.2020 00:00	2800.0	2800.0	2673.2	2790.0	757936
23.01.2020 00:00	2790.8	2826.6	2740.0	2820.2	482676
24.01.2020 00:00	2798.0	2818.0	2775.8	2798.0	367077
27.01.2020 00:00	2780.2	2802.0	2735.2	2780.0	482636
28.01.2020 00:00	2784.6	2813.8	2765.6	2799.8	357683
29.01.2020 00:00	2812.4	2890.0	2812.4	2890.0	683094
30.01.2020 00:00	2881.4	2905.0	2852.4	2888.0	344250
31.01.2020 00:00	2910.0	2913.0	2865.4	2873.4	297476
03.02.2020 00:00	2856.8	2899.6	2843.2	2880.6	271864
04.02.2020 00:00	2912.4	2994.8	2907.0	2990.0	471235
05.02.2020 00:00	3018.2	3081.0	2992.4	3008.2	695949
06.02.2020 00:00	3029.4	3076.0	3003.4	3048.2	390042
07.02.2020 00:00	3058.6	3140.0	3022.4	3103.8	482075
10.02.2020 00:00	3103.8	3143.0	3065.0	3087.2	426521
11.02.2020 00:00	3095.0	3131.2	3066.2	3085.0	340417
12.02.2020 00:00	3084.6	3084.6	3033.0	3037.2	551284
13.02.2020 00:00	3067.0	3097.0	3035.2	3087.4	516501
14.02.2020 00:00	3120.0	3127.6	2950.8	3011.0	1996834
17.02.2020 00:00	2980.0	2989.8	2935.4	2983.6	498766
18.02.2020 00:00	2993.0	2993.0	2917.2	2937.0	591328
19.02.2020 00:00	2918.6	2991.2	2912.6	2953.0	730102
20.02.2020 00:00	2942.8	2996.4	2941.4	2988.4	739275
21.02.2020 00:00	2970.2	2996.0	2910.6	2911.8	646552
25.02.2020 00:00	2800.0	2869.8	2672.6	2681.8	2316706
26.02.2020 00:00	2661.6	2704.8	2538.4	2690.8	2321091
27.02.2020 00:00	2666.0	2744.4	2620.4	2678.2	1666401
28.02.2020 00:00	2622.0	2686.0	2540.2	2659.8	1467113
02.03.2020 00:00	2749.8	2762.8	2615.2	2721.4	1292874
03.03.2020 00:00	2745.0	2784.8	2701.4	2723.0	972855
04.03.2020 00:00	2680.0	2708.8	2632.6	2654.2	698834
05.03.2020 00:00	2755.0	2755.0	2643.2	2728.2	911088
06.03.2020 00:00	2700.8	2711.8	2556.0	2685.0	1007226
10.03.2020 00:00	2509.2	2757.8	2500.0	2590.0	1513950
11.03.2020 00:00	2616.8	2640.0	2520.0	2615.0	913216
12.03.2020 00:00	2559.8	2560.0	2350.0	2460.0	1547961
13.03.2020 00:00	2439.8	2620.6	2400.0	2470.0	1221529
16.03.2020 00:00	2459.6	2459.6	2241.2	2370.0	1291268
17.03.2020 00:00	2312.8	2438.8	2257.0	2425.0	1079881
18.03.2020 00:00	2357.0	2400.0	2251.0	2318.8	1289880
19.03.2020 00:00	2346.8	2464.4	2273.2	2434.0	1510071
20.03.2020 00:00	2482.6	2593.4	2414.0	2455.2	1336561
23.03.2020 00:00	2368.6	2494.4	2295.0	2299.8	1234866
24.03.2020 00:00	2363.0	2489.0	2363.0	2459.0	1075475
25.03.2020 00:00	2550.0	2595.0	2480.2	2555.8	1346702
26.03.2020 00:00	2584.0	2640.0	2505.0	2610.0	1170937
27.03.2020 00:00	2650.0	2668.0	2552.6	2597.0	800030
30.03.2020 00:00	2577.2	2678.8	2577.0	2670.2	660170
31.03.2020 00:00	2700.0	2749.4	2647.0	2714.4	815976
01.04.2020 00:00	2652.0	2679.6	2591.0	2605.8	763626
02.04.2020 00:00	2621.0	2650.0	2493.8	2550.8	1105528
03.04.2020 00:00	2540.2	2584.0	2514.4	2520.0	917226
06.04.2020 00:00	2566.4	2609.0	2536.2	2582.0	788118
07.04.2020 00:00	2609.0	2695.0	2602.2	2668.0	912075
08.04.2020 00:00	2622.0	2742.6	2600.2	2742.6	758477
09.04.2020 00:00	2724.8	2755.8	2661.2	2697.2	1047151
10.04.2020 00:00	2705.6	2705.6	2671.6	2701.0	263041
13.04.2020 00:00	2659.6	2688.0	2623.2	2659.0	350747
14.04.2020 00:00	2698.8	2782.4	2687.6	2755.6	910209
15.04.2020 00:00	2718.6	2719.8	2584.4	2588.2	777641
16.04.2020 00:00	2603.0	2680.0	2570.2	2637.8	709630
17.04.2020 00:00	2659.6	2668.8	2620.2	2630.4	462419
20.04.2020 00:00	2670.0	2746.0	2642.0	2736.4	867166
21.04.2020 00:00	2681.6	2695.4	2601.0	2659.2	1020212
22.04.2020 00:00	2651.6	2706.8	2631.2	2655.0	786098
23.04.2020 00:00	2666.0	2677.0	2621.4	2640.6	506952
24.04.2020 00:00	2634.4	2655.0	2606.6	2621.0	404824
27.04.2020 00:00	2651.6	2715.0	2647.0	2715.0	793139
28.04.2020 00:00	2730.2	2856.8	2716.4	2754.8	1304030
29.04.2020 00:00	2807.0	2874.0	2775.4	2870.0	779540
30.04.2020 00:00	2898.0	2924.0	2812.2	2850.8	746737
04.05.2020 00:00	2809.8	2848.8	2776.8	2828.8	415030
05.05.2020 00:00	2849.0	2876.8	2831.0	2842.2	353407
06.05.2020 00:00	2849.2	2883.2	2830.2	2864.0	376937
07.05.2020 00:00	2869.0	2918.8	2858.0	2910.2	430103
08.05.2020 00:00	2979.2	2992.0	2933.0	2975.2	473580
12.05.2020 00:00	2968.2	2979.8	2927.0	2977.0	282520
13.05.2020 00:00	2959.0	2959.0	2890.4	2893.4	511932
14.05.2020 00:00	2875.0	2883.0	2785.8	2821.8	559421
15.05.2020 00:00	2856.8	2894.0	2795.8	2839.6	519556
18.05.2020 00:00	2885.4	2947.0	2870.4	2945.0	481338
19.05.2020 00:00	2975.2	2980.0	2923.6	2970.0	341141
20.05.2020 00:00	2956.8	3000.0	2941.0	2964.6	511103
21.05.2020 00:00	2942.0	2960.0	2895.0	2910.8	504666
22.05.2020 00:00	2887.6	2938.8	2880.6	2905.0	337096
25.05.2020 00:00	2914.2	2962.0	2908.2	2960.6	259047
26.05.2020 00:00	2968.2	2992.8	2911.4	2913.2	554429
27.05.2020 00:00	2905.8	2942.8	2817.2	2826.0	688788
28.05.2020 00:00	2876.8	2916.8	2860.4	2888.0	623729
29.05.2020 00:00	2865.0	2884.0	2811.6	2833.2	530841
01.06.2020 00:00	2849.6	2869.8	2814.4	2846.0	636311
02.06.2020 00:00	2845.0	2875.0	2821.2	2837.8	697387
03.06.2020 00:00	2837.2	2879.6	2835.0	2867.6	667359
04.06.2020 00:00	2856.0	2882.0	2837.0	2861.6	458687
05.06.2020 00:00	2871.0	2911.8	2850.0	2884.0	425169
08.06.2020 00:00	2896.6	2917.8	2866.0	2873.2	364302
09.06.2020 00:00	2897.0	2905.0	2855.0	2902.0	336667
10.06.2020 00:00	2896.2	2919.4	2867.0	2881.2	353145
11.06.2020 00:00	2873.0	2879.8	2817.6	2850.0	477778
15.06.2020 00:00	2836.0	2975.0	2820.4	2967.4	799897
16.06.2020 00:00	2984.2	3062.0	2967.4	3009.0	918979
17.06.2020 00:00	3024.8	3074.0	3010.0	3068.2	606921
18.06.2020 00:00	3058.6	3115.0	3021.2	3108.0	741344
19.06.2020 00:00	3108.0	3176.2	3107.0	3155.0	700753
22.06.2020 00:00	3170.2	3270.8	3115.0	3254.2	760655
23.06.2020 00:00	3240.4	3444.8	3240.4	3358.6	1724050
25.06.2020 00:00	3432.2	3509.2	3383.0	3499.0	1294164
26.06.2020 00:00	3476.2	3519.4	3417.0	3430.0	611209
29.06.2020 00:00	3431.2	3483.2	3380.2	3467.0	560922
30.06.2020 00:00	3467.6	3564.6	3423.0	3545.6	632234
02.07.2020 00:00	3524.0	3588.0	3502.0	3548.6	439277
